                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    319,                0.52653,                0.25083,                0.85368,                0.96374,                0.95563,                0.97769,                0.68853,                0.86675,                0.31214,                  1.137,             0.00097912,             0.00097912,             0.00097912
                    320,                0.52813,                0.25068,                0.86023,                0.95858,                0.94607,                0.97529,                 0.6867,                0.86172,                0.30805,                 1.1287,             0.00097771,             0.00097771,             0.00097771
                    321,                0.55298,                0.26216,                0.85522,                0.96851,                0.93052,                0.97206,                0.69582,                0.85117,                 0.3065,                 1.1282,             0.00097629,             0.00097629,             0.00097629
                    322,                0.52219,                0.24908,                 0.8637,                0.97358,                0.94955,                0.97616,                0.68953,                0.84765,                0.31719,                 1.1241,             0.00097488,             0.00097488,             0.00097488
                    323,                 0.5484,                0.25967,                0.86479,                0.96712,                0.95784,                0.97957,                0.69722,                0.87144,                0.30608,                 1.1538,             0.00097346,             0.00097346,             0.00097346
                    324,                0.52315,                0.24985,                0.85963,                0.95479,                0.95062,                0.98085,                0.69338,                0.87321,                0.31286,                  1.155,             0.00097205,             0.00097205,             0.00097205
                    325,                0.53338,                0.25458,                0.85824,                 0.9538,                0.95906,                 0.9804,                 0.6903,                0.89214,                0.30416,                  1.178,             0.00097063,             0.00097063,             0.00097063
                    326,                0.52565,                0.25274,                0.85746,                0.96144,                0.96359,                0.98168,                0.68843,                 0.8948,                0.30855,                 1.1827,             0.00096922,             0.00096922,             0.00096922
                    327,                0.53932,                0.25762,                 0.8597,                0.95996,                0.94484,                0.97725,                0.69475,                0.87599,                0.31281,                 1.1467,              0.0009678,              0.0009678,              0.0009678
                    328,                0.54236,                 0.2593,                0.84802,                0.96148,                0.94756,                0.97643,                0.69294,                0.88702,                0.32448,                 1.1618,             0.00096639,             0.00096639,             0.00096639
                    329,                0.53094,                 0.2569,                0.85888,                0.96339,                 0.9371,                0.97839,                0.69205,                 0.8634,                0.33912,                  1.154,             0.00096498,             0.00096498,             0.00096498
                    330,                0.55284,                0.26607,                0.85909,                0.96076,                0.94001,                0.97685,                0.69694,                0.84752,                 0.3295,                  1.152,             0.00096356,             0.00096356,             0.00096356
                    331,                0.53282,                0.25534,                0.86167,                0.96053,                0.95443,                0.97851,                0.69654,                0.83227,                0.32095,                 1.1223,             0.00096215,             0.00096215,             0.00096215
                    332,                0.54194,                0.25867,                0.84934,                0.95899,                0.96956,                0.98322,                0.69712,                0.81071,                0.30311,                 1.0999,             0.00096073,             0.00096073,             0.00096073
                    333,                0.53441,                0.25687,                0.86427,                0.95947,                0.96604,                0.98245,                 0.7057,                 0.8267,                0.30741,                 1.1231,             0.00095932,             0.00095932,             0.00095932
                    334,                0.52545,                0.25542,                0.85912,                0.94797,                0.96578,                0.98067,                0.69455,                0.84262,                0.31966,                 1.1207,              0.0009579,              0.0009579,              0.0009579
                    335,                 0.5393,                 0.2598,                0.86929,                0.96112,                0.95234,                0.97954,                0.69314,                0.87471,                0.30422,                 1.1374,             0.00095649,             0.00095649,             0.00095649
                    336,                0.48922,                0.23907,                0.85353,                0.95733,                0.96129,                0.98145,                0.69604,                0.87673,                0.30159,                 1.1549,             0.00095507,             0.00095507,             0.00095507
                    337,                0.50531,                0.24248,                0.85433,                0.92614,                0.97378,                0.98142,                0.70004,                0.86032,                0.30472,                   1.15,             0.00095366,             0.00095366,             0.00095366
                    338,                 0.5019,                0.24323,                0.85933,                0.94585,                0.96231,                0.98145,                 0.6948,                0.85488,                0.31565,                 1.1458,             0.00095224,             0.00095224,             0.00095224
                    339,                0.52833,                  0.256,                 0.8557,                0.96808,                0.97034,                0.98287,                0.69671,                0.85413,                0.30826,                 1.1518,             0.00095083,             0.00095083,             0.00095083
                    340,                0.53767,                 0.2552,                0.84711,                0.95618,                 0.9799,                 0.9826,                0.70147,                0.83945,                0.29889,                 1.1307,             0.00094941,             0.00094941,             0.00094941
                    341,                0.52394,                0.25022,                0.86217,                0.96613,                0.95982,                0.98178,                0.69529,                0.85958,                0.30557,                 1.1507,               0.000948,               0.000948,               0.000948
                    342,                 0.5199,                0.25079,                0.84745,                0.97787,                0.94664,                0.98167,                0.69501,                0.87248,                0.35969,                 1.1381,             0.00094658,             0.00094658,             0.00094658
                    343,                0.50318,                0.24715,                0.85646,                0.95638,                0.95591,                0.97848,                0.69892,                0.84965,                0.32187,                 1.1308,             0.00094517,             0.00094517,             0.00094517
                    344,                0.50558,                0.24384,                0.84556,                0.94056,                 0.9742,                0.97802,                 0.7042,                0.84022,                0.30535,                 1.1338,             0.00094375,             0.00094375,             0.00094375
                    345,                0.52516,                0.25675,                0.85696,                0.96914,                  0.938,                0.97729,                0.70084,                0.85241,                0.30803,                 1.1476,             0.00094234,             0.00094234,             0.00094234
                    346,                0.53185,                0.25781,                0.85401,                0.96882,                0.94635,                0.97712,                0.69427,                0.86841,                0.30766,                 1.1484,             0.00094093,             0.00094093,             0.00094093
                    347,                0.51768,                0.25041,                0.85168,                0.96938,                0.96051,                0.97675,                0.70344,                0.85443,                0.30563,                 1.1243,             0.00093951,             0.00093951,             0.00093951
                    348,                0.49106,                0.23861,                0.85147,                0.96647,                0.94377,                0.97565,                  0.702,                 0.8626,                0.30331,                  1.145,              0.0009381,              0.0009381,              0.0009381
                    349,                0.50185,                0.24321,                0.84504,                0.96034,                0.94554,                0.97785,                0.69607,                0.86356,                0.30732,                 1.1449,             0.00093668,             0.00093668,             0.00093668
                    350,                0.49955,                 0.2431,                0.85065,                 0.9498,                0.97025,                0.97864,                 0.6994,                0.86669,                0.31507,                  1.146,             0.00093527,             0.00093527,             0.00093527
